id,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference
30,0,0,0,0,0,0,0.915508,0,0,-0.25,0,0,0,0,0,0,0.828661,0,0,0,0,0,0,0,0,0,0.773856,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.611321,0,0,-0.25,-0.25,-0.25,0,0,0,0.628545,0.738806,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.269486,0.760807,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.499522,0.453284,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0.9027,0,0,0,0,0,0,0,0,0,0.648061,0,0,0,0,0,0,0,0,0,0.817644,0,0,-0.25,0,0,0,0,0,0,0.803952,0,0,-0.25,0,0,0,0,0,0,0.824105,0,0,0,0,0,0,0,0,0,0.855002,0,0,0,0,0,0,0,0.744447,0,0,0,0,-0.25,0,0.018145,0.289362,0.889443,0.867153,0,0,-0.25,-0.25,-0.25,0,0.361549,0.859122,0.867553,0.604215,0,-0.25,-0.25,-0.25,-0.25,0,0.017717,0.756219,0.871668,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.123871,0.885709,0.91399,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.382753,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907072,0,0,0,0,0,0,0,0,0,0.261893,0,0,-0.25,0,0,0.944866,0.999648,0.999986,0.998729,0,-0.25,0,0,0,0.964936,0.999849,0.998812,0,0,0,0,0,0,0.999173,0.984401,0,0,0,0,0,0,0.897012,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.994627,0.999584,0,0,-0.25,-0.25,0,0,0.998535,0.99962,0.999919,0.99635,0,0,0,0,0,0,0.999581,0.999253,0,0,0,0,0,0,0.992447,0.998789,0,-0.25,0.994456,0.999681,0.998349,0.998488,0.999837,0.998309,0,-0.25,0.999404,0.999985,0.999902,0.999887,0.999978,0.994772,0,0,0.999589,0.99997,0.999933,0.999966,0.999097,0,0,0,0.999495,0.999747,0.999115,0.995405,0,0,-0.25,-0.25,0.994258,0.993175,0,0,0,-0.25,-0.25,-0.25,0,0,0.998923,0.998379,0.403143,0,-0.25,-0.25,0,0.986368,0.999871,0.999994,0.999284,0,0,0,0,0.998485,0.999935,0.999866,0.999972,0.98613,0,0,0,0,0.999091,0.999925,0.999982,0.997707,0,-0.25,45.108553
31,0,0,0,0,0.95777,0.403292,0,-0.25,-0.25,-0.25,0,0,0,0,0.930361,0,0,0,-0.25,-0.25,0,0,0,0.937339,0.977426,0.909319,0,0,0,-0.25,0,0,0.344086,0.473613,0,0.793369,0,0,0,0,0,0,0.299065,0.714853,0.129964,0,0,0,0,-0.25,0,0,0,0.699746,0.962483,0.975484,0.960751,0,-0.25,-0.25,0,0,0,0.813008,0.878833,0.886729,0.467532,0,-0.25,-0.25,0,0,0.299065,0,0,0,0,0,0,-0.25,0,0,0,0.909652,0.908156,0.937255,0,0,0,0,0,0,0,0.877877,0.933659,0,0,0,0,0,0,0,0,0,0.956307,0,0,0,-0.25,-0.25,0,0,0,0,0.951009,0.440559,0,-0.25,-0.25,-0.25,0,0,0,0,0.617334,0.926276,0,-0.25,-0.25,-0.25,0,0,0,0,0,0.954581,0,0,-0.25,-0.25,0,0,0,0,0,0.959767,0.600375,0,0,0,0,0,0,0,0,0.775094,0.961985,0,0,0,0,0,0,0,0,0,0.985245,0,0,-0.25,0,0,0,0,0,0.709383,0.990506,0,-0.25,-0.25,0,0,0,0,0,0.717677,0.987695,0,-0.25,-0.25,0,0,0,0,0,0,0.981373,0,0,-0.25,0,0,0,0,0,0.862249,0.953608,0,0,0,0,0,0,0,0,0.968975,0.325178,0,0,0,0,0,0,0,0,0.948699,0,0,-0.25,-0.25,0,0,0,0,0.820292,0.925439,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.983066,0.389093,0,0,-0.25,0,0,0,0.934551,0.983539,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,10.27336
32,0,0,0,0,0.652041,0.755919,0,0,0,-0.25,0,0,0,0,0.169213,0.404668,0,0,0,0,0,0,0,0,0.220367,0.454455,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.115741,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.385638,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.048583,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8421,0,0,0,0,0,0,0,0,0,0.293288,0,0,0,-0.25,0,0,0,0,0,0.891968,0,0,0,-0.25,0,0,0,0,0,0.872504,0,0,0,0,0,0,0,0,0,0.787846,0,0,0,0,0,0,0,0.146199,0.168028,0,0,0,-0.25,-0.25,0.237792,0.549564,0.813772,0.923392,0.219148,0,-0.25,-0.25,-0.25,-0.25,0.313402,0.787879,0.900141,0.466954,0,0,-0.25,-0.25,-0.25,-0.25,0.300578,0.848429,0.900492,0.230263,0,0,-0.25,-0.25,-0.25,-0.25,0,0.027231,0.631508,0.75024,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.880554,0,0,0,-0.25,-0.25,0,0,0,0,0.838718,0,0,0,0,0,0,0,0,0,0.837428,0.579583,0,0,0,0,0,0,0,0,0.47927,0.245558,0,0,0,-0.25,0,0.974414,0.999446,0.999986,0.998205,0,0,0,0,0,0,0.999403,0.998204,0,0,0,0,0,0,0.985649,0.972825,0,0,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.998361,0.997322,0,-0.25,-0.25,-0.25,0,0.999223,0.999997,0.999903,0.98853,0,0,-0.25,0.97241,0.999206,1,0.999997,0.999105,0,0,0,0.999461,0.999897,0.999982,0.999989,0.999582,0,0,0,0.999849,0.999996,0.999994,0.999956,0.999588,0,0,0,0.999608,0.999952,0.999923,0.999972,0.999309,0,0,0,0.999129,1,0.999985,0.99992,0.994949,0,0,-0.25,0.990332,0.997301,0.997558,0.977518,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.998556,0.999448,0.996329,0,-0.25,-0.25,-0.25,0,0.999893,0.999966,0.999914,0.899838,0,0,-0.25,0.998026,0.999904,0.999883,0.999988,0.995644,0,0,0,0.998224,0.999908,0.999937,0.999986,0.997662,0,0,0,45.007056
33,0.752768,0.941302,0.939697,0.664894,0,0.805189,0.949599,0.521789,0.914329,-0.25,0.61165,0.907484,0.057971,0.946242,0.209709,0,0,0.967789,0.99037,0.886808,0.949062,0.827007,0,0,0,0.796839,0.988411,0,0,0,0.998918,0.842904,0,0,0,0.652608,0.924341,0,-0.25,-0.25,0.996599,0.723873,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.971867,0.28125,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.791738,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0.778164,0,0,-0.25,-0.25,0,0,0,0,0,0.987831,0.956418,0,0,0,0,0.781788,0.766828,0,0,0.338632,0.927818,0.983243,0.830189,0,0.220472,0.440878,0.810887,0,0.870833,0.901398,0.103896,0.908473,0.99419,-0.25,0.890141,0.432692,0,0.327621,0.930599,0,0.855949,0.977078,0.963338,-0.25,0.920833,0.979079,0.057971,0.953491,0.348387,0,0.956323,0.898069,0,0,0.881703,0.235294,0,0.101902,0,0,0,0,0,0,0.41543,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.023684,0.057971,0,0.866218,0,0.737436,0.882227,0,0,0.583554,0.93251,0.962857,0.879278,0.919048,0.908038,0.368664,0.963729,0.948606,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0.994606,0.867791,0,0,-0.25,-0.25,0,0,0.998774,0.993575,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.072427
34,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0.898753,0,0,0,0,0,0,0,0,0,0.756847,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.792801,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.707283,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.135975,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0.73913,0.832551,0.891972,0.866048,0,-0.25,0,0,0,0,0.807351,0.863232,0.856454,0,0,0,0,0,0,0,0,0.748522,0.235872,0,0,0,0,0,0.140351,0.922491,0.698222,0,0,0,-0.25,-0.25,0,0,0.34435,0,0,0,-0.25,-0.25,-0.25,-0.25,0.190024,0.524804,0.905819,0.302355,0,0,-0.25,-0.25,-0.25,-0.25,0.262295,0,0.878357,0.757034,0,0,-0.25,-0.25,-0.25,-0.25,0.020942,0.588593,0.77355,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0.877026,0.903478,0,0,0,0,0,0,0,0,0.135764,0.933721,0.833539,0,0,0,0,0,0,0,0,0,0.383744,0.937237,0,-0.25,0,0.937589,0.999852,0.999952,0.999627,0,0,0,0,0.996481,0.999756,0.999975,0.999255,0,0,0,0,0.792659,0.999812,0.999967,0.994261,0,0,-0.25,0,0,0.999584,0.998464,0,0,-0.25,-0.25,0,0,0.998062,0,0,-0.25,-0.25,-0.25,0,0.988764,0.999934,0.990555,0,0,-0.25,-0.25,0,0.999389,0.999947,0.999148,0,0,0,-0.25,0,0.998472,0.999965,0.999892,0,0,0,0,0,0.998687,0.999967,0.999996,0.990781,0,0,0,0.996813,0.999505,0.999979,0.999997,0.996572,0,0,0,0.999901,0.999889,0.999999,0.99996,0.98606,0,0,0,0.999829,0.999999,0.999919,0.99806,0,0,0,-0.25,0.999717,0.999846,0.996505,0,0,-0.25,-0.25,-0.25,0.991853,0.920267,0,0,0,-0.25,-0.25,-0.25,0,0,0.962357,0,0,-0.25,-0.25,-0.25,0.99859,0.989023,0.999904,0.99856,0,0,0,-0.25,0.999773,0.999143,0.999979,0.999983,0.997832,0,0,0,0.997458,0,0.999709,0.999959,0.99945,0,0,0,37.933778
35,0,0,0,0,0,0.513008,0.124272,0,-0.25,-0.25,0,0,0,0,0,0.376771,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0.183031,0,0,-0.25,-0.25,0,0,0,0,0,0.085864,0,0,-0.25,-0.25,0,0,0,0,0,0.728658,0,0,0,-0.25,0,0,0,0,0,0.825365,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0.307692,0,0,0,0,0,-0.25,-0.25,-0.25,0.283105,0.605388,0.905882,0.870302,0,0,0,-0.25,-0.25,-0.25,0.335329,0.379459,0.876987,0.866166,0.230635,0,0,-0.25,-0.25,-0.25,0.111959,0.568579,0.45024,0,0.472906,0,0,-0.25,-0.25,-0.25,0,0,0,0,0.555789,0.787991,0,0,0,-0.25,0,0,0,0,0,0.63172,0,0,0,0,0,0,0,0,0,0.786482,0.762961,0,0,-0.25,0,0,0,0,0,0.596268,0.067227,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.933378,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,57.285858
36,0,0,0,0,0,0,0.337525,0,0,-0.25,0.058309,0,0.020487,0,0,0,0,0,0,0,0,0,0,0,0,0.344747,0,0,0,0,0,0.015957,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.032847,0,0.025227,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0.020177,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.024768,0,0,0,0,0,0,0,-0.25,-0.25,0.023324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049261,0,0,0,0,0,-0.25,0.045198,0,0,0,0.0288,0,0.506699,0,0,-0.25,0.22335,0.032143,0,0,0,0,0,0,0,0,0.631229,0,0.020779,0,0,0.239154,0,0,0,0.612658,0.593081,0.102941,0,0.392835,0,0,0,0,-0.25,-0.25,0.141689,0.423165,0,0,0,0,0,-0.25,-0.25,-0.25,0.083832,0.873529,0.020942,0,0,0,-0.25,-0.25,-0.25,-0.25,0.117333,0.5995,0.076372,0,0,0,-0.25,-0.25,-0.25,-0.25,0.231738,0.669643,0.11215,0,0,0,0,-0.25,-0.25,-0.25,0.263291,0.092624,0.257286,0.238474,0,0,0,0,-0.25,-0.25,0.488722,0,0,0.277572,0,0,0,0,0.112296,0.568409,0.382609,0,0,0.024876,0,0.344101,0,0,0,0,0.012658,0,0,0.025227,0.196453,0,0,0,0,-0.25,0,0,0.993529,0.919551,0,0,0,-0.25,0,0,0.99934,0.998265,0,0,0,0,0,0,0.99783,0.99851,0.962787,0,0,0,0,0,0.998988,0.99926,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.984979,0.9816,0.792852,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0.97034,0.990794,0,0,0,0,0,0,0,0.991736,0.994704,0,0,0,0,0,0,0,0.980242,0.992468,0,-0.25,56.730611
37,0,0,0,0,0,0,0,0,0,-0.25,0,0,0.904115,0.580098,0,0,0,0,0,0,0,0.047872,0.652396,0,0,0,0,0,0,0,0,0.451923,0.747034,0,0,0,0,-0.25,-0.25,-0.25,0,0.504505,0.828966,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.323138,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0.299601,0.747779,0.564776,0,0,-0.25,-0.25,-0.25,-0.25,0,0.181677,0.747546,0.597047,0,0,0,-0.25,-0.25,-0.25,0,0.115385,0,0,0,0,0,0,0,0,0,0,0.847907,0,0,0,0,0,0,0,0,0,0.772975,0.611556,0,0,0,0,0,-0.25,0.14433,0,0.156182,0.715174,0,0,0.950908,0.146474,0,-0.25,0.60626,0.842081,0.807716,0.599059,0.712148,0.921002,0.656831,0,0,0,0.440748,0.547529,0,0,0.470907,0.620766,0.712476,0,0.469043,0,0.615385,0.015845,0,0,0,0,0,-0.25,-0.25,-0.25,0.650155,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.775726,0.12,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.659854,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.576329,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.412017,0.091837,0,0,0,0,0,-0.25,-0.25,-0.25,0.206897,0,0.057971,0,0.68932,0.063678,0.620278,0,0.260078,0,0.321101,0,0,0.830785,0.728148,0.952651,0.847412,0,0,0,0,0,0,0.86146,0,0.399742,0.947856,0,0,-0.25,0,0.999878,0.999939,0.993806,0,0,0,0,0,0.997606,0.996426,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0.99303,0.920224,0,0,0,-0.25,-0.25,-0.25,0.99931,0.998661,0,0,-0.25,-0.25,-0.25,-0.25,0.998286,0.997256,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0.95903,0.995967,0.990213,0,0,0,0,0,0.99636,0.999952,0.999576,0,0,0,0,0,0,0.999821,0.999814,0,0,0,0,0,0,0.968884,0.96069,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0.997401,0.996406,0,0,0,0,0,0,0.99992,0.999934,0.99217,0,0,0,0,30.729422
38,0,0.560241,0,0.927291,0.928699,0,0,-0.25,-0.25,-0.25,0,0.279503,0,0.733288,0.961865,0,0,0,-0.25,-0.25,0,0.80532,0,0.397399,0.955924,0.631062,0,0,0,0,0.506122,0.683043,0,0,0.910908,0.91617,0,0,0,0,0.101911,0.473684,0,0,0.772388,0.898376,0,0,0,-0.25,0.723906,0.267327,0,0,0.814932,0.932419,0.352294,0,-0.25,-0.25,0.742857,0.272727,0,0,0.760807,0.939238,0.536774,0,-0.25,-0.25,0.224138,0.775064,0,0,0.45283,0.731013,0,0,0,-0.25,0.055556,0.770777,0,0,0.912744,0.926317,0,0,0,0,0,0.870438,0,0.484848,0.905408,0.721915,0,0,0,0,0,0.700468,0.880062,0.902221,0.959212,0,0,0,-0.25,-0.25,0.082759,0.892665,0.976565,0.996219,0.923258,0,0,-0.25,-0.25,-0.25,0.529183,0.411168,0.938881,0.916195,0.378063,0,0,-0.25,-0.25,-0.25,0.677966,0.857564,0.905211,0.858933,0.852753,0.812419,0,0,-0.25,-0.25,0.055556,0.920217,0.748201,0.418182,0.970013,0.945655,0,0,0,0,0.80829,0.709821,0,0,0.737645,0.969647,0,0,0,0,0.027027,0,0,0,0.290323,0.985786,0,0,0,-0.25,0,0,0,0.746516,0.978001,0.98824,0,0,-0.25,-0.25,0,0,0,0.716282,0.964978,0.988472,0,0,-0.25,-0.25,0.05298,0,0,0,0,0.986942,0,0,0,-0.25,0.853786,0.923954,0.807608,0,0.93047,0.945655,0,0,0,0,0.579926,0.930119,0.941156,0.858283,0.978754,0.948598,0,0,0,0,0.732919,0.497696,0.988471,0.954079,0.879479,0.748727,0,0,-0.25,-0.25,0.390625,0.78618,0.830634,0.949367,0.294679,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0.97461,0.999156,0.999222,0.988048,0,0,0,0,0.99736,0.999561,0.999807,0.991347,0,0,-0.25,0,0.983887,0.991624,0.977614,0.994621,0.973634,-0.25,-0.25,0,0.995115,0.999702,0.999857,0.993638,0,0,-0.25,0,0.79385,0.997966,0.997808,0.948207,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0.929256,0,0,-0.25,-0.25,0,0,0,0.989219,0.973011,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0.892103,0,0,0,0,0,0,0.852495,0.997331,0.968231,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,14.042511
39,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0.773119,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0.522082,0,0,0,0,0,0,0,0,0,0.531709,0,0,0,0,0,0,0,0,0,0.80945,0,-0.25,-0.25,0,0,0,0,0,0,0.88627,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878944,0.599424,0,0,0,0,0,0,0.267284,0.166557,0,0,0,0,-0.25,0.206897,0.059504,0.233463,0.813617,0.167331,0,0,-0.25,-0.25,-0.25,0.607261,0,0.894327,0.853136,0.304397,0,-0.25,-0.25,-0.25,-0.25,0.625369,0,0.888889,0.862496,0.555875,0,-0.25,-0.25,-0.25,-0.25,0.528169,0,0.07416,0.68113,0.302352,0,0,-0.25,-0.25,-0.25,0,0,0,0.504541,0.641304,0,0,0,0,-0.25,0,0,0,0,0,0.775788,0.855208,0,0,0,0,0,0,0,0,0,0.100524,0,0,-0.25,0,0,0,0,0,0,0.889344,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0.999432,0.930932,0,0,0,0,0,0.996752,0.999674,0.995421,0,0,0,0,0,0.998896,0.999238,0,0,-0.25,-0.25,0,0,0.987974,0,0,-0.25,-0.25,-0.25,0,0,0.996437,0,0,0,-0.25,-0.25,0,0,0,0.99835,0.998765,0,0,0,0,0,0.973218,0.620754,0.998284,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,55.484067
